Tipo;SKU;Nombre;Publicado;¿Está destacado?;Visibilidad en el catálogo;Descripción corta;Descripción;Día en que empieza el precio rebajado;Día en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¿En inventario?;Inventario;Cantidad de bajo inventario;¿Permitir reservas de productos agotados?;¿Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¿Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categorías;Etiquetas;Clase de envío;Imágenes;Límite de descargas;Días de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del botón;Posición;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1;Nombre del atributo 2;Valor(es) del atributo 2;Atributo visible 2;Atributo global 2;Nombre del atributo 3;Valor(es) del atributo 3;Atributo visible 3;Atributo global 3;
variation;SET-3-CUSTOM-CH-15X20-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;3750;;;;;;;SET-3-CUSTOM;;;;;;22;Color;Natural;;1;Tipo de Marco;Chata;;1;Medida;15 X 20;;1;
variation;SET-3-CUSTOM-CH-20X30-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;5700;;;;;;;SET-3-CUSTOM;;;;;;23;Color;Natural;;1;Tipo de Marco;Chata;;1;Medida;20 X 30;;1;
variation;SET-3-CUSTOM-CA-60X90-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;25950;;;;;;;SET-3-CUSTOM;;;;;;21;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;60 X 90;;1;
variation;SET-3-CUSTOM-CA-50X70-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;18850;;;;;;;SET-3-CUSTOM;;;;;;20;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;50 X 70;;1;
variation;SET-3-CUSTOM-CA-40X60-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;13500;;;;;;;SET-3-CUSTOM;;;;;;19;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;40 X 60;;1;
variation;SET-3-CUSTOM-CA-40X50-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;12400;;;;;;;SET-3-CUSTOM;;;;;;18;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;40 X 50;;1;
variation;SET-3-CUSTOM-CA-30X40-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;9100;;;;;;;SET-3-CUSTOM;;;;;;17;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;30 X 40;;1;
variation;SET-3-CUSTOM-CH-40X60-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;12300;;;;;;;SET-3-CUSTOM;;;;;;12;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;40 X 60;;1;
variation;SET-3-CUSTOM-CH-40X50-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;11550;;;;;;;SET-3-CUSTOM;;;;;;11;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;40 X 50;;1;
variation;SET-3-CUSTOM-CH-50X70-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;17400;;;;;;;SET-3-CUSTOM;;;;;;13;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;50 X 70;;1;
variation;SET-3-CUSTOM-CH-60X90-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;24300;;;;;;;SET-3-CUSTOM;;;;;;14;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;60 X 90;;1;
variation;SET-3-CUSTOM-CA-15X20-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;4100;;;;;;;SET-3-CUSTOM;;;;;;15;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;15 X 20;;1;
variation;SET-3-CUSTOM-CA-20X30-NA;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;6100;;;;;;;SET-3-CUSTOM;;;;;;16;Color;Natural;;1;Tipo de Marco;Caja;;1;Medida;20 X 30;;1;
variation;SET-3-CUSTOM-CH-30X40-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;8400;;;;;;;SET-3-CUSTOM;;;;;;10;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;30 X 40;;1;
variation;SET-3-CUSTOM-CH-20X30-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;5700;;;;;;;SET-3-CUSTOM;;;;;;9;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;20 X 30;;1;
variation;SET-3-CUSTOM-CH-15X20-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;3750;;;;;;;SET-3-CUSTOM;;;;;;8;Color;Blanco;;1;Tipo de Marco;Chata;;1;Medida;15 X 20;;1;
variation;SET-3-CUSTOM-CAJ-60X90-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;25950;;;;;;;SET-3-CUSTOM;;;;;;7;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;60 X 90;;1;
variation;SET-3-CUSTOM-CAJ-50X70-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;18850;;;;;;;SET-3-CUSTOM;;;;;;6;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;50 X 70;;1;
variation;SET-3-CUSTOM-CAJ-40X60-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;13500;;;;;;;SET-3-CUSTOM;;;;;;5;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;40 X 60;;1;
variation;SET-3-CUSTOM-CAJ-15X20-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;4100;;;;;;;SET-3-CUSTOM;;;;;;1;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;15 X 20;;1;
variation;SET-3-CUSTOM-CAJ-40X50-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;12400;;;;;;;SET-3-CUSTOM;;;;;;4;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;40 X 50;;1;
variation;SET-3-CUSTOM-CAJ-30X40-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;9100;;;;;;;SET-3-CUSTOM;;;;;;3;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;30 X 40;;1;
variation;SET-3-CUSTOM-CAJ-20X30-BL;Set de 3 Cuadros Custom;1;0;visible;;;;;taxable;parent;1;;;0;0;;;;;0;;;6100;;;;;;;SET-3-CUSTOM;;;;;;2;Color;Blanco;;1;Tipo de Marco;Caja;;1;Medida;20 X 30;;1;
